nct_id,title,sponsor_name,sponsor_class,collaborators,n_collaborators,phase,study_type,enrollment,start_date,overall_status,conditions,n_sites,sponsor_clean,sponsor_final,sponsor_trial_count,phase_simple,complex_ta,c_sites,c_enroll,c_smallspon,c_latephase,c_complex,outsourcing_score,known_cro
NCT05864560,"Ankura™ AAA, Cuff and AUI Stent Graft System Post-Market Clinical Follow-Up","Lifetech Scientific (Shenzhen) Co., Ltd.",INDUSTRY,,0,,OBSERVATIONAL,164.0,2023-09-15,ACTIVE_NOT_RECRUITING,Abdominal Aortic Aneurysm,7,lifetech scientific shenzhen,lifetech scientific shenzhen,1,NA,0,0.6405,0.63075,0.802,0.4,0.0,0.62795,0
NCT00004060,"Chemotherapy in Treating Patients With Recurrent, Metastatic, or Unresectable Ovarian, Fallopian Tube, or Peritoneal Cancer",Daiichi Sankyo,INDUSTRY,,0,PHASE2,INTERVENTIONAL,0.0,1999-07,COMPLETED,Fallopian Tube Cancer; Ovarian Cancer; Primary Peritoneal Cavity Cancer,1,daiichi sankyo,daiichi sankyo,10,PHASE2,0,0.26075,0.00475,0.32825000000000004,0.6,0.0,0.296625,0
NCT04206020,Vehicle-Controlled Study of SkQ1 as Treatment for Dry-eye Syndrome,"Mitotech, SA",INDUSTRY,"ORA, Inc.",1,PHASE3,INTERVENTIONAL,610.0,2019-12-20,COMPLETED,Dry Eye Syndrome,4,mitotech,mitotech,1,PHASE3,0,0.5685,0.883,0.802,1.0,0.0,0.717975,0
NCT07249320,Evaluating ABRYSVO Maternal Vaccine Effectiveness Among Infants,Pfizer,INDUSTRY,,0,,OBSERVATIONAL,1.0,2025-12-01,ACTIVE_NOT_RECRUITING,Respiratory Syncytial Virus (RSV),1,pfizer,pfizer,58,NA,0,0.26075,0.01,0.09375,0.4,0.0,0.185075,0
NCT02288520,Therapeutic Strategy in Patients Treated With Methotrexate for Rheumatoid Arthritis,Nordic Pharma SAS,INDUSTRY,,0,,OBSERVATIONAL,854.0,2014-09,COMPLETED,Rheumatoid Arthritis,1,nordic pharma sas,nordic pharma sas,1,NA,0,0.26075,0.9145,0.802,0.4,0.0,0.5234125000000001,0
NCT00677820,A Prospective Study to Evaluate the Safety of a New Trivalent Intranasal Influenza Vaccine,MedImmune LLC,INDUSTRY,,0,PHASE4,INTERVENTIONAL,300.0,2008-06,COMPLETED,Influenza,3,astrazeneca,astrazeneca,83,PHASE4,0,0.531,0.76075,0.020499999999999963,0.5,0.0,0.34409999999999996,0
NCT00880620,A Study To Evaluate The Safety And Efficacy Of IPX066 In Subjects With Parkinson's Disease,"Impax Laboratories, LLC",INDUSTRY,,0,PHASE3,INTERVENTIONAL,381.0,2009-04,COMPLETED,Parkinson's Disease,60,impax,impax,1,PHASE3,0,0.9185,0.807,0.802,1.0,0.0,0.8328749999999999,0
NCT07653620,Hydration & Female Life Stages,PepsiCo Global R&D,INDUSTRY,,0,,INTERVENTIONAL,72.0,2026-06,RECRUITING,Dehydration; Menstruation; Pre-menopause; Peri-menopausal Women; Post-menopausal Women; Hydration,2,pepsico global r and d,pepsico global r and d,1,NA,0,0.4805,0.43175,0.802,0.4,0.0,0.5520499999999999,0
NCT01625182,Evaluate Efficacy and Safety of Fingolimod 0.5 mg Orally Once Daily Versus Placebo in Chronic Inflammatory Demyelinating Polyradiculoneuropathy Patients.,Novartis Pharmaceuticals,INDUSTRY,Tanabe Pharma Corporation,1,PHASE3,INTERVENTIONAL,106.0,2012-12-22,COMPLETED,Chronic Inflammatory Demyelinating Polyradiculoneuropathy,67,novartis,novartis,53,PHASE3,0,0.92725,0.5395,0.12150000000000005,1.0,0.0,0.5710125,0
NCT05133882,A Phase Ⅰb/Ⅱ Clinical Study of Clifutinib Besylate Combined With Chemotherapy in the Treatment of Newly Diagnosed AML,"Sunshine Lake Pharma Co., Ltd.",INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,133.0,2022-10-31,RECRUITING,"Acute Myeloid Leukemia, Adult",1,sunshine lake,sunshine lake,2,PHASE1,1,0.26075,0.59125,0.5527500000000001,0.3,1.0,0.43884999999999996,0
NCT01000610,A Study of MabThera (Rituximab) in Patients With Rheumatoid Arthritis and an Inadequate Response to Methotrexate,Hoffmann-La Roche,INDUSTRY,,0,PHASE4,INTERVENTIONAL,18.0,2008-03-17,COMPLETED,Rheumatoid Arthritis,4,roche,roche,43,PHASE4,0,0.5685,0.10075,0.16749999999999998,0.5,0.0,0.342675,0
NCT03809013,"A Open-label, Single-arm, Multicenter, Phase II Study of RC48-ADC to Evaluate the Efficacy and Safety of Subjects With HER2 Overexpressing Locally Advanced or Metastatic Urothelial Cancer","RemeGen Co., Ltd.",INDUSTRY,,0,PHASE2,INTERVENTIONAL,64.0,2019-01-07,COMPLETED,Urothelial Carcinoma,8,remegen,remegen,3,PHASE2,1,0.657,0.4085,0.47650000000000003,0.6,1.0,0.5775750000000001,0
NCT03289013,Assessement of the Peal Force Needed to Peel New Adhesives From the Skin,Coloplast A/S,INDUSTRY,,0,,INTERVENTIONAL,5.0,2017-09-11,COMPLETED,Ileostomy - Stoma,1,coloplast,coloplast,2,NA,0,0.26075,0.01525,0.5527500000000001,0.4,0.0,0.34625,0
NCT06414460,Study of ISM3412 in Participants With Locally Advanced/Metastatic Solid Tumors,InSilico Medicine Hong Kong Limited,INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,114.0,2025-04-25,RECRUITING,Locally Advanced/Metastatic Solid Tumors,10,insilico medicine hong kong,insilico medicine hong kong,1,PHASE1,1,0.68375,0.556,0.802,0.3,1.0,0.6706125000000002,0
NCT00533260,A Non-interventional Naturalistic Project to Investigate the Effect of the Use of SMS Text Service on Treatment Adherence in Patients Treated With Seroquel® (Quetiapine),AstraZeneca,INDUSTRY,,0,,OBSERVATIONAL,128.0,2007-07,COMPLETED,Bipolar Disorder; Schizophrenia,35,astrazeneca,astrazeneca,83,NA,0,0.855,0.5825,0.020499999999999963,0.4,0.0,0.42467499999999997,0
NCT01743560,"An Open Label Study of Postmenopausal Women With Oestrogen Receptor Positive Locally Advanced or Metastatic Breast Cancer Treated With Everolimus (RAD001) With Exemestane, With Exploratory Epigenetic Marker Analysis",Novartis Pharmaceuticals,INDUSTRY,,0,PHASE4,INTERVENTIONAL,52.0,2013-01-31,COMPLETED,Oestrogen Receptor Positive Advanced Breast Cancer,11,novartis,novartis,53,PHASE4,0,0.70025,0.3495,0.12150000000000005,0.5,0.0,0.39756250000000004,0
NCT05573360,Evaluation of Safety and Tolerability of Ocular Lubricants,Alcon Research,INDUSTRY,,0,,INTERVENTIONAL,41.0,2022-12-16,COMPLETED,Dry Eye,2,alcon,alcon,11,NA,0,0.4805,0.2905,0.32025000000000003,0.4,0.0,0.3693125,0
NCT06224660,Modulation of SERCA2a of Intra-Myocytic Calcium Trafficking in Cardiomyopathy Secondary to Duchenne Muscular Dystrophy,Sardocor Corp.,INDUSTRY,,0,PHASE1,INTERVENTIONAL,12.0,2024-10-02,RECRUITING,DMD-Associated Dilated Cardiomyopathy,3,sardocor,sardocor,1,PHASE1,0,0.531,0.05925,0.802,0.3,0.0,0.517475,0
NCT01518920,A Study Of The Effects Of PF-04958242 In Subjects With Age-Related Hearing Loss,Biogen,INDUSTRY,,0,PHASE1,INTERVENTIONAL,44.0,2011-12,COMPLETED,"Hearing Loss, Sensorineural",11,biogen,biogen,7,PHASE1,0,0.70025,0.303,0.38425,0.3,0.0,0.454875,0
NCT03340220,"Safety, Tolerability, and Pharmacokinetics (PK) of Single and Multiple Ascending Oral Doses of XEN1101.",Xenon Pharmaceuticals Inc.,INDUSTRY,,0,PHASE1,INTERVENTIONAL,130.0,2017-11-13,COMPLETED,Healthy Volunteers,1,xenon,xenon,1,PHASE1,0,0.26075,0.58725,0.802,0.3,0.0,0.4756875,0
NCT05893420,A Rapid Diagnostic of Risk in Hospitalized Patients Using Machine Learning,"AgileMD, Inc.",INDUSTRY,"Biomedical Advanced Research and Development Authority; University of Chicago; BayCare Health System; University of Wisconsin, Madison; Yale University",5,,INTERVENTIONAL,30000.0,2024-12-31,ACTIVE_NOT_RECRUITING,Sepsis; Septicemia; Respiratory Failure; Hemodynamic Instability; COVID-19; Cardiac Arrest; Clinical Deterioration,3,agilemd,agilemd,1,NA,0,0.531,0.9935,0.802,0.4,0.0,0.6259000000000001,0
NCT01948882,Evaluation of Safety and Effectiveness of the Essure (Model ESS505) Device to Prevent Pregnancy in Women,Bayer,INDUSTRY,,0,,INTERVENTIONAL,660.0,2013-09-30,COMPLETED,Contraception,22,bayer,bayer,30,NA,0,0.79925,0.89225,0.23075,0.4,0.0,0.509725,0
NCT01080482,Bioequivalence Study of Tacrolimus 5 mg Capsule Under Fasting Condition,Panacea Biotec Ltd,INDUSTRY,,0,,INTERVENTIONAL,36.0,2007-09,COMPLETED,Healthy Volunteers,1,panacea biotec,panacea biotec,2,NA,0,0.26075,0.252,0.5527500000000001,0.4,0.0,0.369925,0
NCT00652782,Effects of MK7418 on Diuresis and Renal Function in Congestive Heart Failure Patients,"NovaCardia, Inc., a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",INDUSTRY,Merck Sharp & Dohme LLC,1,PHASE2,INTERVENTIONAL,160.0,2004-12,COMPLETED,Congestive Heart Failure; Renal Impairment,0,novacardia inc a subsidiary of merck and co inc rahway new jersey,novacardia inc a subsidiary of merck and co inc rahway new jersey,1,PHASE2,0,0.03475,0.62475,0.802,0.6,0.0,0.44533749999999994,0
NCT02182882,Efficacy of Ginsana in Improving Half-time Hemoglobin Re-oxygenation in Healthy People,Boehringer Ingelheim,INDUSTRY,,0,PHASE2,INTERVENTIONAL,29.0,1999-03,COMPLETED,Healthy,0,boehringer,boehringer,44,PHASE2,0,0.03475,0.19025,0.14575000000000005,0.6,0.0,0.17220000000000002,0
NCT00549510,Study to Investigate Dose Proportionality of the Fixed Dose Combination of COREG CR and Lisinopril.,GlaxoSmithKline,INDUSTRY,,0,PHASE1,INTERVENTIONAL,29.0,2007-10,COMPLETED,Hypertension,1,gsk,gsk,76,PHASE1,0,0.26075,0.19025,0.060250000000000026,0.3,0.0,0.176375,0
NCT02411513,Acute Treatment of Migraine Using the CEFALY Device,Cefaly Technology,INDUSTRY,,0,PHASE1,INTERVENTIONAL,30.0,2015-04,COMPLETED,Migraine,1,cefaly technology,cefaly technology,1,PHASE1,0,0.26075,0.205,0.802,0.3,0.0,0.4374625,0
NCT05423860,Phase I Human Analytics (HALO) Study,HALO Diagnostics,INDUSTRY,HALO Affiliate Sites,1,,OBSERVATIONAL,2000.0,2022-03-16,RECRUITING,Cardiovascular Diseases; Cancer; Dementia; Traumatic Brain Injury,1,halo diagnostics,halo diagnostics,1,NA,0,0.26075,0.9665,0.802,0.4,0.0,0.5286124999999999,0
NCT00998660,RECHARGE Sub-Study to the Implantable Systems Performance Registry (ISPR),MedtronicNeuro,INDUSTRY,,0,PHASE4,INTERVENTIONAL,100.0,2009-07,COMPLETED,Parkinson's Disease; Essential Tremor; Dystonia,11,medtronicneuro,medtronicneuro,1,PHASE4,0,0.70025,0.5205,0.802,0.5,0.0,0.6528375,0
NCT00386360,Study of the Effect of Once a Week Risedronate on the Microstructure of Tibia and Radius Using a New Scanning Method,Warner Chilcott,INDUSTRY,,0,PHASE3,INTERVENTIONAL,161.0,2006-04,COMPLETED,Osteopenia,9,warner chilcott,warner chilcott,2,PHASE3,0,0.66975,0.6275,0.5527500000000001,1.0,0.0,0.640625,0
NCT04479020,REcanalization of Distal Cerebral Vessels in Acute Stroke Using ApeRio®,Acandis GmbH,INDUSTRY,,0,,OBSERVATIONAL,134.0,2020-07-01,COMPLETED,Acute Stroke,11,acandis,acandis,1,NA,0,0.70025,0.5925,0.802,0.4,0.0,0.6450374999999999,0
NCT02245620,A Phase 2 Study to Evaluate the Impact of MTP-131 (Bendavia™) on Skeletal Muscle Function in Elderly,Stealth BioTherapeutics Inc.,INDUSTRY,,0,PHASE2,INTERVENTIONAL,41.0,2015-01-15,COMPLETED,Skeletal Muscle Mitochondrial Dysfunction in the Elderly,1,stealth biotherapeutics,stealth biotherapeutics,2,PHASE2,0,0.26075,0.2905,0.5527500000000001,0.6,0.0,0.403775,0
NCT01665820,Auscultate Obese Patients Using Electronic and Traditional Stethoscopes,Solventum US LLC,INDUSTRY,3M,1,,OBSERVATIONAL,30.0,2012-10,COMPLETED,Chest Pathology,1,solventum us,solventum us,2,NA,0,0.26075,0.205,0.5527500000000001,0.4,0.0,0.36522499999999997,0
NCT06046820,The ENERGY 3 Study: Evaluation of Efficacy and Safety of INZ-701 in Children With ENPP1 Deficiency,Inozyme Pharma,INDUSTRY,,0,PHASE3,INTERVENTIONAL,27.0,2023-11-05,ACTIVE_NOT_RECRUITING,Ectonucleotide Pyrophosphatase/Phosphodiesterase1 Deficiency; Autosomal Recessive Hypophosphatemic Rickets; Generalized Arterial Calcification of Infancy,15,inozyme,inozyme,1,PHASE3,1,0.75025,0.177,0.802,1.0,1.0,0.7609875,0
NCT00562120,A Study to Test a New Decongestant in Patients With Allergic Rhinitis Following a Nasal Allergen Challenge,Pfizer,INDUSTRY,,0,PHASE2,INTERVENTIONAL,21.0,2007-12,COMPLETED,Allergic Rhinitis,1,pfizer,pfizer,58,PHASE2,0,0.26075,0.131,0.09375,0.6,0.0,0.227175,0
NCT01687920,Dose Proportionality Study With BAY94-8862 IR (Immediate Release) Tablets,Bayer,INDUSTRY,,0,PHASE1,INTERVENTIONAL,25.0,2012-09-17,COMPLETED,Heart Failure,1,bayer,bayer,30,PHASE1,0,0.26075,0.16325,0.23075,0.3,0.0,0.23335,0
NCT01698320,Safety Study of Albuterol Spiromax® in Subjects With Asthma,"Teva Branded Pharmaceutical Products R&D, Inc.",INDUSTRY,,0,PHASE3,INTERVENTIONAL,364.0,2012-10,COMPLETED,Asthma,30,teva branded pharmaceutical products r and d,teva branded pharmaceutical products r and d,7,PHASE3,0,0.83575,0.7965,0.38425,1.0,0.0,0.65665,0
NCT00004582,ABT-378/Ritonavir and Efavirenz in HIV-Infected Patients Who Have Taken More Than One Protease Inhibitor in the Past,ViRx,INDUSTRY,,0,PHASE2,INTERVENTIONAL,0.0,,COMPLETED,HIV Infections,1,virx,virx,1,PHASE2,0,0.26075,0.00475,0.802,0.6,0.0,0.46243749999999995,0
NCT03722524,The Use of TrIple Fixed-dose Combination in the Treatment of Arterial Hypertension,Servier Russia,INDUSTRY,,0,,OBSERVATIONAL,1247.0,2018-10-01,COMPLETED,Arterial Hypertension,51,servier russia,servier russia,1,NA,0,0.90125,0.9435,0.802,0.4,0.0,0.7504875,0
NCT03392324,PRIMA US-Feasibility Study in Atrophic Dry AMD,Science Corporation,INDUSTRY,,0,,INTERVENTIONAL,5.0,2018-04-26,COMPLETED,Dry Age-related Macular Degeneration,3,science,science,1,NA,1,0.531,0.01525,0.802,0.4,1.0,0.5780750000000001,0
NCT00771524,Pharmacokinetic Study of the Penetration of Ceftobiprole in the Bone,Basilea Pharmaceutica,INDUSTRY,,0,PHASE1,INTERVENTIONAL,22.0,2009-04,COMPLETED,Total Hip Replacement Surgery,0,basilea pharmaceutica,basilea pharmaceutica,1,PHASE1,0,0.03475,0.13725,0.802,0.3,0.0,0.3515875,0
NCT00100724,Trial of rPA-102 Vaccine in Healthy Adult Volunteers,VaxGen,INDUSTRY,National Institutes of Health (NIH); National Institute of Allergy and Infectious Diseases (NIAID); Centers for Disease Control and Prevention,3,PHASE2,INTERVENTIONAL,480.0,2004-04,COMPLETED,Anthrax,12,vaxgen,vaxgen,1,PHASE2,0,0.716,0.85025,0.802,0.6,0.0,0.706325,0
NCT01716923,Study to Assess S303 RBCs and Evaluate Safety and Efficacy in Patients Requiring Transfusion Support of Acute Anemia,Cerus Corporation,INDUSTRY,,0,PHASE3,INTERVENTIONAL,81.0,2013-04,COMPLETED,Focus:Use of S303 RBCs in Patients With Acute Anemia,2,cerus,cerus,1,PHASE3,0,0.4805,0.463,0.802,1.0,0.0,0.645175,0
NCT02928224,Study of Encorafenib + Cetuximab Plus or Minus Binimetinib vs. Irinotecan/Cetuximab or Infusional 5-Fluorouracil (5-FU)/Folinic Acid (FA)/Irinotecan (FOLFIRI)/Cetuximab With a Safety Lead-in of Encorafenib + Binimetinib + Cetuximab in Patients With BRAF V600E-mutant Metastatic Colorectal Cancer,Pfizer,INDUSTRY,"Merck KGaA, Darmstadt, Germany; Pierre Fabre Medicament; Ono Pharmaceutical Co., Ltd.",3,PHASE3,INTERVENTIONAL,702.0,2016-10-13,COMPLETED,BRAF V600E-mutant Metastatic Colorectal Cancer,418,pfizer,pfizer,58,PHASE3,0,0.9955,0.8965,0.09375,1.0,0.0,0.6208875,0
NCT01136382,A 6-week Study in Asthmatic Children Aged 6 to <12 Yrs Comparing Budesonide pMDI 160ug Twice Daily With Placebo,AstraZeneca,INDUSTRY,,0,PHASE2,INTERVENTIONAL,304.0,2010-07,COMPLETED,Asthma,87,astrazeneca,astrazeneca,83,PHASE2,0,0.94925,0.76575,0.020499999999999963,0.6,0.0,0.5059875,0
NCT02669823,Optimizing Sysmex Technology as an Innovative Tool to Differentiate Between Malaria (PALUdism) and BACterial Infections in a Malaria Endemic Region,Sysmex Europe GmbH,INDUSTRY,"Clinical Research Unit of Nanoro; Instituut voor Tropische Geneeskunde, Belgium; Radboud University Medical Center",3,,OBSERVATIONAL,930.0,2016-04-01,COMPLETED,Tropical Infectious Diseases,1,sysmex europe,sysmex europe,1,NA,0,0.26075,0.9235,0.802,0.4,0.0,0.5243125,0
NCT00061659,Study Evaluating the Safety and Efficacy of ABT-510 in Subjects With Locally Advanced or Metastatic Soft Tissue Sarcoma,Abbott,INDUSTRY,,0,PHASE2,INTERVENTIONAL,88.0,2003-05,COMPLETED,"Sarcoma, Soft Tissue",5,abbott,abbott,9,PHASE2,1,0.59925,0.48275,0.34424999999999994,0.6,1.0,0.5185,0
NCT00705159,"Safety and Efficacy of Zylet vs Lotemax, Tobramycin and Vehicle in Pediatric Blepharoconjunctivitis",Bausch & Lomb Incorporated,INDUSTRY,,0,PHASE4,INTERVENTIONAL,137.0,2008-06,COMPLETED,Conjunctivitis,1,bausch and lomb incorporated,bausch and lomb incorporated,6,PHASE4,0,0.26075,0.5965,0.40075000000000005,0.5,0.0,0.36617500000000003,0
NCT00715780,Observational Study to Evaluate Safety and Efficacy of Insulin Therapy in Type 2 Diabetes Mellitus Subjects Failing on Oral Anti-diabetic Agents,Novo Nordisk A/S,INDUSTRY,,0,,OBSERVATIONAL,1667.0,2008-06,COMPLETED,"Diabetes; Diabetes Mellitus, Type 2",1,novo nordisk,novo nordisk,30,NA,0,0.26075,0.958,0.23075,0.4,0.0,0.327825,0
NCT01422980,Effect of Consumption of Dairy Product on Upper Gastric Discomfort,Danone Global Research & Innovation Center,INDUSTRY,,0,,INTERVENTIONAL,236.0,2010-11,COMPLETED,Upper Gastric Discomfort,1,danone global research and innovation center,danone global research and innovation center,4,NA,0,0.26075,0.71425,0.43674999999999997,0.4,0.0,0.37555,0
NCT02009696,ProMRI Study of the Entovis Pacemaker System (Phase B),"Biotronik, Inc.",INDUSTRY,,0,,OBSERVATIONAL,221.0,2013-12,COMPLETED,Magnetic Resonance Imaging (MRI); Cardiac Pacing,32,biotronik,biotronik,2,NA,0,0.84425,0.70075,0.5527500000000001,0.4,0.0,0.6190249999999999,0
NCT04590235,A Study of Selumetinib in Chinese Paediatric and Adult Subjects With Neurofibromatosis Type 1 (NF1) and Inoperable Plexiform Neurofibromas (PN),AstraZeneca,INDUSTRY,Merck Sharp & Dohme LLC,1,PHASE1,INTERVENTIONAL,32.0,2020-12-16,ACTIVE_NOT_RECRUITING,Neurofibromatosis 1; Neurofibroma Plexiform,2,astrazeneca,astrazeneca,83,PHASE1,0,0.4805,0.22675,0.020499999999999963,0.3,0.0,0.243025,0
NCT05570435,Efficacy of Milk Product Supplemented With Bioactives in Lowering Post Meal Glucose Response,Société des Produits Nestlé (SPN),INDUSTRY,Peking Union Medical College Hospital,1,,INTERVENTIONAL,31.0,2022-11-16,COMPLETED,Healthy; PreDiabetes; Adult; Asian,1,société des produits nestlé spn,société des produits nestlé spn,5,NA,0,0.26075,0.22,0.41425,0.4,0.0,0.31825,0
NCT03473743,A Study of Erdafitinib in Participants With Metastatic or Locally Advanced Urothelial Cancer,"Janssen Research & Development, LLC",INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,125.0,2018-04-05,ACTIVE_NOT_RECRUITING,Urothelial Carcinoma,127,janssen research and,janssen research and,9,PHASE1,1,0.9725,0.5775,0.34424999999999994,0.3,1.0,0.6136125,0
NCT01190176,Gynaecological Follow-up of a Subset of HPV-015 (NCT00294047) Study Subjects,GlaxoSmithKline,INDUSTRY,,0,PHASE3,INTERVENTIONAL,34.0,2011-09-12,COMPLETED,"Infections, Papillomavirus",20,gsk,gsk,76,PHASE3,0,0.789,0.2375,0.060250000000000026,1.0,0.0,0.4709875,0
NCT00330876,Study of Pitavastatin in Elderly Patients With Primary Hypercholesterolemia or Combined Dyslipidemia,Kowa Research Europe,INDUSTRY,,0,PHASE3,INTERVENTIONAL,545.0,2006-06,COMPLETED,Hypercholesterolemia; Dyslipidemias,59,kowa research europe,kowa research europe,1,PHASE3,0,0.9165,0.86925,0.802,1.0,0.0,0.8383999999999999,0
NCT00621140,Efficacy and Safety of BI 1356 (Linagliptin) Versus Placebo in Type 2 Diabetic Patients With Insufficient Glycemic Control,Boehringer Ingelheim,INDUSTRY,,0,PHASE3,INTERVENTIONAL,503.0,2008-02,COMPLETED,"Diabetes Mellitus, Type 2",69,boehringer,boehringer,44,PHASE3,0,0.93175,0.86,0.14575000000000005,1.0,0.0,0.613125,0
NCT03104517,Autologous Muscle Derived Cells Compared to Placebo for Urinary Sphincter Repair in Post-surgical Female Stress Incontinence,Cook MyoSite,INDUSTRY,,0,PHASE3,INTERVENTIONAL,96.0,2019-04-23,ACTIVE_NOT_RECRUITING,Stress Urinary Incontinence,21,cook myosite,cook myosite,2,PHASE3,0,0.7945,0.50525,0.5527500000000001,1.0,0.0,0.6720625,0
NCT04679740,Resorbable Magnesium Scaffolds Registry,Biotronik AG,INDUSTRY,,0,,OBSERVATIONAL,1106.0,2020-11-18,RECRUITING,Coronary Artery Disease,13,biotronik,biotronik,2,NA,0,0.7295,0.9355,0.5527500000000001,0.4,0.0,0.6023375,0
NCT00760968,Efficacy and Safety of TAK-783 in Subjects With Rheumatoid Arthritis,Takeda,INDUSTRY,,0,PHASE2,INTERVENTIONAL,224.0,2007-08,COMPLETED,"Arthritis, Rheumatoid",25,takeda,takeda,25,PHASE2,0,0.81525,0.70275,0.27225,0.6,0.0,0.5408999999999999,0
NCT06226350,A Phase Ⅱ Study of F520 in Patients With Cervical Carcinoma,"Shandong New Time Pharmaceutical Co., LTD",INDUSTRY,,0,PHASE2,INTERVENTIONAL,29.0,2021-03-04,COMPLETED,Cervical Cancer,1,shandong new time,shandong new time,1,PHASE2,0,0.26075,0.19025,0.802,0.6,0.0,0.4809875,0
NCT02430350,Study of Compound Edaravone Injection for Treatment of Acute Ischemic Stroke,"Jiangsu Simcere Pharmaceutical Co., Ltd.",INDUSTRY,,0,PHASE3,INTERVENTIONAL,1200.0,2015-05,COMPLETED,Acute Ischemic Stroke,48,jiangsu simcere,jiangsu simcere,2,PHASE3,0,0.894,0.9405,0.5527500000000001,1.0,0.0,0.7504125,0
NCT00621218,A Study to Determine the Safety and Efficacy of Atralin (Tretinoin 0.05%) Gel for the Treatment of Rosacea,"Coria Laboratories, Ltd.",INDUSTRY,,0,PHASE2,INTERVENTIONAL,36.0,2008-02,COMPLETED,Rosacea,1,coria,coria,2,PHASE2,0,0.26075,0.252,0.5527500000000001,0.6,0.0,0.399925,0
NCT01867190,Study to Assess Efficacy and Safety of Bone Marrow Derived Stem Cells in Patients With Critical Limb Ischemia,"Lifecells, LLC.",INDUSTRY,,0,PHASE2,INTERVENTIONAL,24.0,2013-05,COMPLETED,Critical Limb Ischemia,1,lifecells,lifecells,1,PHASE2,0,0.26075,0.15325,0.802,0.6,0.0,0.4772875,0
NCT03754790,"Long-term Safety and Efficacy Study of Fitusiran in Patients With Hemophilia A or B, With or Without Inhibitory Antibodies to Factor VIII or IX","Genzyme, a Sanofi Company",INDUSTRY,,0,PHASE3,INTERVENTIONAL,281.0,2019-01-09,ACTIVE_NOT_RECRUITING,Hemophilia,79,genzyme a sanofi,genzyme a sanofi,3,PHASE3,0,0.94075,0.74975,0.47650000000000003,1.0,0.0,0.7210125,0
NCT01601990,Phase 3 Trial to Evaluate the Efficacy and Safety of LC15-0444 in Patients With Type 2 Diabetes,LG Life Sciences,INDUSTRY,,0,PHASE3,INTERVENTIONAL,189.0,2009-12,COMPLETED,Type 2 Diabetes Mellitus,1,lg life,lg life,1,PHASE3,0,0.26075,0.66225,0.802,1.0,0.0,0.5881875,0
