nct_id,title,sponsor_name,sponsor_class,collaborators,n_collaborators,phase,study_type,enrollment,start_date,overall_status,conditions,n_sites,sponsor_clean,sponsor_final,sponsor_trial_count,phase_simple,complex_ta,c_sites,c_enroll,c_smallspon,c_latephase,c_complex,outsourcing_score,known_cro
NCT02125253,"Study to Compare the Therapeutic Equivalence of Mometasone Furoate Nasal Spray, 50 mcg With Nasonex Nasal Spray in the Relief of the Signs and Symptoms of Seasonal Allergic Rhinitis","Amneal Pharmaceuticals, LLC",INDUSTRY,Novum Pharmaceutical Research Services,1,PHASE3,INTERVENTIONAL,811.0,2014-01,COMPLETED,Seasonal Allergic Rhinitis,10,amneal,amneal,1,PHASE3,0,0.68375,0.91125,0.802,1.0,0.0,0.7611375,0
NCT02396953,"Study to Determine the Maximum Tolerated Dose, Safety and Tolerability of a Single Dose of Lanreotide Prolonged Release Formulation (PRF) in Subjects With Acromegaly",Ipsen,INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,28.0,2015-03,COMPLETED,Acromegaly,36,ipsen,ipsen,6,PHASE1,0,0.85825,0.18275,0.40075000000000005,0.3,0.0,0.503925,0
NCT00887237,Triple Site Ventricular Stimulation for Cardiac Resynchronization Therapy (CRT) Candidates,Medtronic Cardiac Rhythm and Heart Failure,INDUSTRY,,0,PHASE3,INTERVENTIONAL,76.0,2009-05,COMPLETED,Heart Failure,12,medtronic cardiac rhythm and heart failure,medtronic cardiac rhythm and heart failure,7,PHASE3,0,0.716,0.4475,0.38425,1.0,0.0,0.5798375,0
NCT02756845,Study of Talimogene Laherparepvec In Children With Advanced Non CNS Tumors,Amgen,INDUSTRY,,0,PHASE1,INTERVENTIONAL,15.0,2017-08-16,COMPLETED,Advanced Non CNS Tumors,22,amgen,amgen,14,PHASE1,1,0.79925,0.08,0.29874999999999996,0.3,1.0,0.48729999999999996,0
NCT05070845,Safety and Efficacy Study of PF-06835375 in Primary Immune Thrombocytopenia,Pfizer,INDUSTRY,,0,PHASE2,INTERVENTIONAL,91.0,2022-02-02,RECRUITING,Primary Immune Thrombocytopenia,31,pfizer,pfizer,58,PHASE2,0,0.841,0.4955,0.09375,0.6,0.0,0.46671249999999986,0
NCT01303445,Drug-drug Interaction Study of Aggrenox and Omeprazole in Normal Volunteers,Boehringer Ingelheim,INDUSTRY,,0,PHASE1,INTERVENTIONAL,60.0,2011-03,COMPLETED,Healthy,1,boehringer,boehringer,44,PHASE1,0,0.26075,0.388,0.14575000000000005,0.3,0.0,0.22607499999999997,0
NCT00172172,Calcium Supplementation in Postmenopausal Women,Shire,INDUSTRY,,0,PHASE3,INTERVENTIONAL,374.0,2004-01-10,COMPLETED,Osteoporosis,27,takeda,takeda,25,PHASE3,0,0.82375,0.8045,0.27225,1.0,0.0,0.61405,0
NCT02270372,Study of ONT-10 and Varlilumab to Treat Advanced Ovarian or Breast Cancer,Cascadian Therapeutics Inc.,INDUSTRY,Celldex Therapeutics,1,PHASE1,INTERVENTIONAL,22.0,2014-11,COMPLETED,Advanced Breast Carcinoma; Advanced Ovarian Carcinoma,4,cascadian,cascadian,1,PHASE1,1,0.5685,0.13725,0.802,0.3,1.0,0.5884,0
NCT06079372,Phase 3 Study of ALXN1850 in Pediatric Participants With HPP Previously Treated With Asfotase Alfa,"Alexion Pharmaceuticals, Inc.",INDUSTRY,,0,PHASE3,INTERVENTIONAL,43.0,2024-04-02,ACTIVE_NOT_RECRUITING,Hypophosphatasia,21,astrazeneca,astrazeneca,83,PHASE3,0,0.7945,0.29825,0.020499999999999963,1.0,0.0,0.4650749999999999,0
NCT00638495,Phase II Study of TRK-820 Soft Capsules - Intractable Pruritus in Patients With Chronic Liver Disease -,"Toray Industries, Inc",INDUSTRY,,0,PHASE2,INTERVENTIONAL,120.0,2008-03,COMPLETED,Pruritus With Chronic Liver Disease,1,toray industries,toray industries,2,PHASE2,0,0.26075,0.5675,0.5527500000000001,0.6,0.0,0.43147499999999994,0
NCT03085095,A Study to Evaluate the Safety and Efficacy of Relugolix in Men With Advanced Prostate Cancer,Myovant Sciences GmbH,INDUSTRY,,0,PHASE3,INTERVENTIONAL,1134.0,2017-04-18,COMPLETED,Prostate Cancer,162,myovant,myovant,2,PHASE3,0,0.98075,0.938,0.5527500000000001,1.0,0.0,0.780525,0
NCT05813795,A Phase 3 Study to Evaluate the Efficacy of XW003 in Adults With Overweight or Obesity,"Hangzhou Sciwind Biosciences Co., Ltd.",INDUSTRY,,0,PHASE3,INTERVENTIONAL,664.0,2023-04-05,COMPLETED,Weight Management,1,hangzhou sciwind,hangzhou sciwind,1,PHASE3,0,0.26075,0.8935,0.802,1.0,0.0,0.6113125,0
NCT06224595,"A Phase 1 Study to Evaluate the Safety, Tolerability, Pharmacokinetic, Pharmacodynamic Profiles and Food Effect of CS32582 Capsules","Chipscreen Biosciences, Ltd.",INDUSTRY,,0,PHASE1,INTERVENTIONAL,112.0,2024-03-28,COMPLETED,Healthy,1,chipscreen,chipscreen,1,PHASE1,0,0.26075,0.55325,0.802,0.3,0.0,0.47228749999999997,0
NCT07421739,Choroidal Melanoma Patient-Reported Outcome Study (CM-PRO) in a Subset of AU-011-301 (CoMpass) Subjects,Aura Biosciences,INDUSTRY,Vitaccess Ltd,1,,OBSERVATIONAL,15.0,2025-11-12,RECRUITING,Choroidal Melanoma; Indeterminate Lesions; Uveal Melanoma; Ocular Melanoma,1,aura,aura,2,NA,0,0.26075,0.08,0.5527500000000001,0.4,0.0,0.352725,0
NCT02844439,Study of Tesevatinib Monotherapy in Patients With Recurrent Glioblastoma,"Kadmon Corporation, LLC",INDUSTRY,,0,PHASE2,INTERVENTIONAL,40.0,2016-06,COMPLETED,Glioblastoma; Recurrent Glioblastoma; Brain Tumor,11,kadmon,kadmon,1,PHASE2,1,0.70025,0.279,0.802,0.6,1.0,0.6936875,0
NCT00634439,Safety Study of Atomoxetine and Cerebrovascular Outcomes,Eli Lilly and Company,INDUSTRY,i3 Drug Safety,1,,OBSERVATIONAL,72000.0,2008-01,COMPLETED,Cerebrovascular Accident; Transient Ischemic Attack; ADHD,1,eli lilly,eli lilly,40,NA,0,0.26075,0.9965,0.18825000000000003,0.4,0.0,0.31679999999999997,0
NCT01177839,Study to Assess the Incidence of Intussusception in Children < 2 Years of Age in Singapore,GlaxoSmithKline,INDUSTRY,,0,,OBSERVATIONAL,178.0,2002-05,COMPLETED,Intussusception,5,gsk,gsk,76,NA,0,0.59925,0.6455,0.060250000000000026,0.4,0.0,0.35537499999999994,0
NCT03981939,Perianal Fistula (PAF) Validation and Burden of Illness Study,Takeda,INDUSTRY,,0,,OBSERVATIONAL,3032.0,2019-07-02,COMPLETED,Inflammatory Bowel Disease; Perianal Fistula; Crohns Disease,1,takeda,takeda,25,NA,0,0.26075,0.976,0.27225,0.4,0.0,0.34415,0
NCT05999877,PICAROS - Acalabrutinib RWE on 1L CLL in Spain,AstraZeneca,INDUSTRY,,0,,OBSERVATIONAL,192.0,2023-07-11,ACTIVE_NOT_RECRUITING,Chronic Lymphocytic Leukemia,47,astrazeneca,astrazeneca,83,NA,1,0.8915,0.666,0.020499999999999963,0.4,1.0,0.4957999999999999,0
NCT07669077,A Study to Assess Nipocalimab Concentrations in Breast Milk of Healthy Lactating Women,"Janssen Research & Development, LLC",INDUSTRY,,0,PHASE1,INTERVENTIONAL,8.0,2026-06-23,RECRUITING,Healthy,1,janssen research and,janssen research and,9,PHASE1,0,0.26075,0.03,0.34424999999999994,0.3,0.0,0.2597499999999999,0
NCT01436877,Assessing Safety & Efficacy of MediTate Temporary Implant in Subjects With Benign Prostate Hyperplasia,Medi-Tate Ltd.,INDUSTRY,,0,,INTERVENTIONAL,32.0,2011-09,COMPLETED,Bladder Neck Obstruction; Benign Prostate Hyperplasia,1,medi tate,medi tate,1,NA,0,0.26075,0.22675,0.802,0.4,0.0,0.45463749999999997,0
NCT02137577,AcoArt Ⅱ/ BTK China: Drug-eluting Balloon for Below-The-Knee Angioplasty Evaluation in China,"Acotec Scientific Co., Ltd",INDUSTRY,,0,,INTERVENTIONAL,120.0,2014-05,COMPLETED,Peripheral Artery Disease,11,acotec scientific,acotec scientific,1,NA,0,0.70025,0.5675,0.802,0.4,0.0,0.6425375,0
NCT02713477,Postprandial Glucodynamic Response to Insulin Glargine/Lixisenatide Fixed Ratio Combination in Japanese Patients With Type 2 Diabetes Mellitus,Sanofi,INDUSTRY,,0,PHASE1,INTERVENTIONAL,20.0,2016-04,COMPLETED,Type 2 Diabetes Mellitus,1,sanofi,sanofi,21,PHASE1,0,0.26075,0.118,0.29000000000000004,0.3,0.0,0.24956249999999996,0
NCT01698775,A Study of Omarigliptin (MK-3102) in Participants With Type 2 Diabetes Mellitus With Chronic Kidney Disease or Kidney Failure on Dialysis (MK-3102-019),Merck Sharp & Dohme LLC,INDUSTRY,,0,PHASE3,INTERVENTIONAL,213.0,2012-10-02,COMPLETED,Type 2 Diabetes Mellitus,0,merck,merck,35,PHASE3,0,0.03475,0.69125,0.20699999999999996,1.0,0.0,0.3037375,0
NCT01839175,Concomitant Administration of a New Hexavalent Vaccine With a Meningococcal Serogroup C Conjugate Vaccine in Healthy Infants During Primary Series Immunisation Followed by Booster Vaccination,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,,0,PHASE3,INTERVENTIONAL,350.0,2013-04,COMPLETED,Neisseria Meningitidis; Bacterial Infections; Virus Diseases,11,sanofi pasteur a sanofi,sanofi pasteur a sanofi,4,PHASE3,0,0.70025,0.7905,0.43674999999999997,1.0,0.0,0.627,0
NCT07262775,Radicle Relief RAL™: A Study Assessing the Impact of Health and Wellness Products on Pain Relief and Related Health Outcomes,Radicle Science,INDUSTRY,,0,,INTERVENTIONAL,650.0,2025-12-18,COMPLETED,Pain Interference,1,radicle,radicle,3,NA,0,0.26075,0.8895,0.47650000000000003,0.4,0.0,0.4069875,0
NCT03361501,A Phase 3 STudy of CaPRe in LOwering Very hiGh TriglYcerides (TRILOGY 2),Grace Therapeutics Inc.,INDUSTRY,,0,PHASE3,INTERVENTIONAL,278.0,2018-02-01,COMPLETED,Hypertriglyceridemia,68,grace,grace,1,PHASE3,0,0.93,0.747,0.802,1.0,0.0,0.8309000000000001,0
NCT07461857,Minority-focused Environmental Health Education and Tracking Pilot Study,"Million Marker Wellness, Inc.",INDUSTRY,National Institute on Minority Health and Health Disparities (NIMHD),1,,INTERVENTIONAL,151.0,2025-09-01,COMPLETED,Environmental Exposure,1,million marker wellness,million marker wellness,1,NA,0,0.26075,0.61425,0.802,0.4,0.0,0.4933875,0
NCT06937801,To Assess the Effect of Collagen on Gastrointestinal Discomfort in Healthy Adults With Gastrointestinal Symptoms.,Rousselot BVBA,INDUSTRY,"Nutrasource Pharmaceutical and Nutraceutical Services, Inc.",1,,INTERVENTIONAL,116.0,2025-05-08,COMPLETED,Gastrointestinal Disorders,1,rousselot bvba,rousselot bvba,1,NA,0,0.26075,0.5585,0.802,0.4,0.0,0.4878125,0
NCT00680901,"LOGiC - Lapatinib Optimization Study in ErbB2 (HER2) Positive Gastric Cancer: A Phase III Global, Blinded Study Designed to Evaluate Clinical Endpoints and Safety of Chemotherapy Plus Lapatinib",Novartis Pharmaceuticals,INDUSTRY,,0,PHASE3,INTERVENTIONAL,545.0,2008-06-04,COMPLETED,"Neoplasms, Gastrointestinal Tract",183,novartis,novartis,53,PHASE3,0,0.986,0.86925,0.12150000000000005,1.0,0.0,0.62455,0
NCT01590901,Pharmacokinetics and Safety Study of Probucol by Multiple Administration in Healthy Male Subjects,Otsuka Beijing Research Institute,INDUSTRY,,0,PHASE1,INTERVENTIONAL,12.0,2012-02,COMPLETED,Healthy,1,otsuka beijing research institute,otsuka beijing research institute,3,PHASE1,0,0.26075,0.05925,0.47650000000000003,0.3,0.0,0.3089625,0
NCT00103701,"BMS-354825 in Patients With Chronic Accelerated, or Blast Phase Chronic Myelogenous Leukemia or Philadelphia Positive Acute Lymphoblastic Leukemia",Bristol-Myers Squibb,INDUSTRY,,0,PHASE1,INTERVENTIONAL,0.0,2003-11,COMPLETED,"Leukemia, Myeloid, Chronic-phase; Leukemia, Lymphoblastic, Acute, Philadelphia-positive",2,bms,bms,28,PHASE1,1,0.4805,0.00475,0.25275000000000003,0.3,1.0,0.35211249999999994,0
NCT02419612,"A 52-week International, Multicenter Trial With a Long -Term Extension to Evaluate Saxagliptin With Dapagliflozin in Combination With Metformin Compared to Glimepiride in Combination With Metformin in Type 2 Diabetes Who Have Inadequate Glycemic Control on Metformin Alone",AstraZeneca,INDUSTRY,,0,PHASE3,INTERVENTIONAL,444.0,2015-08-14,COMPLETED,Diabetes,84,astrazeneca,astrazeneca,83,PHASE3,0,0.9465,0.83425,0.020499999999999963,1.0,0.0,0.571875,0
NCT02055612,Mobile Clinic - a Cross-sectional Epidemiological Survey,"Novartis Slovakia, s.r.o.",INDUSTRY,,0,,OBSERVATIONAL,3278.0,2013-03,COMPLETED,Age Related Macular Degeneration,1,novartis slovakia s r o,novartis slovakia s r o,1,NA,1,0.26075,0.9775,0.802,0.4,1.0,0.5797125000000001,0
NCT06167681,"The Safety, Tolerability and Efficacy of NouvNeu001 for Parkinson's Disease","iRegene Therapeutics Co., Ltd.",INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,40.0,2024-01-17,RECRUITING,Parkinson Disease,2,iregene,iregene,1,PHASE1,0,0.4805,0.279,0.802,0.3,0.0,0.521775,0
NCT01114581,Evaluating the Effect of Mucinex 1200mg on Mucociliary and Cough Clearance During an Acute Respiratory Infection,Reckitt Benckiser LLC,INDUSTRY,,0,PHASE2,INTERVENTIONAL,38.0,2010-04,COMPLETED,Acute Respiratory Infection,1,reckitt benckiser,reckitt benckiser,1,PHASE2,0,0.26075,0.264,0.802,0.6,0.0,0.48836250000000003,0
NCT02226081,ShearWave™ Elastography of Breast Lesions in Chinese Patients,SuperSonic Imagine,INDUSTRY,,0,,OBSERVATIONAL,2273.0,2014-06,COMPLETED,Breast Neoplasms,22,supersonic imagine,supersonic imagine,1,NA,0,0.79925,0.97,0.802,0.4,0.0,0.7174375,0
NCT03724981,A Study Comparing the Dulaglutide Pen and the Semaglutide Pen,Eli Lilly and Company,INDUSTRY,,0,PHASE4,INTERVENTIONAL,312.0,2018-10-18,COMPLETED,"Diabetes Mellitus, Type 2",14,eli lilly,eli lilly,40,PHASE4,0,0.741,0.7705,0.18825000000000003,0.5,0.0,0.4772875,0
NCT02790281,A Study to Investigate Interleukin-6 (IL-6) and IL-6/Soluble IL-6 Receptor (sIL-6R) Complex Levels in Subjects With Active Inflammatory Bowel Disease,Ferring Pharmaceuticals,INDUSTRY,,0,,OBSERVATIONAL,33.0,2014-12,COMPLETED,Inflammatory Bowel Disease,2,ferring,ferring,4,NA,0,0.4805,0.23325,0.43674999999999997,0.4,0.0,0.4043625,0
NCT05464381,"Allogeneic ABCB5-positive Dermal Mesenchymal Stromal Cells for Treatment of Epidermolysis Bullosa (Phase III, Cross-over)",RHEACELL GmbH & Co. KG,INDUSTRY,,0,PHASE3,INTERVENTIONAL,91.0,2023-06-13,ACTIVE_NOT_RECRUITING,Epidermolysis Bullosa,16,rheacell gmbh and co kg,rheacell gmbh and co kg,1,PHASE3,0,0.75725,0.4955,0.802,1.0,0.0,0.7452875,0
NCT03593681,Compare Fallopian Tube Cells Collected by Cytuity With Removed Ovarian/Tubal Tissue to Determine Presence of Malignancy,Boston Scientific Corporation,INDUSTRY,,0,,OBSERVATIONAL,150.0,2018-08-27,COMPLETED,Fallopian Tube Cancer; Ovarian Cancer; Ovarian Neoplasms; Ovary Cancer; Fallopian Tube Neoplasms; Fallopian Tube Adenocarcinoma; High Grade Serous Carcinoma; Peritoneal Carcinoma; Peritoneal Neoplasms; Adnexal Mass; Ovarian Diseases,10,boston scientific,boston scientific,11,NA,1,0.68375,0.61025,0.32025000000000003,0.4,1.0,0.522425,0
NCT01263119,A Study of LY2216684 and Warfarin in Healthy Subjects,Eli Lilly and Company,INDUSTRY,,0,PHASE1,INTERVENTIONAL,18.0,2010-12,COMPLETED,Major Depressive Disorder,1,eli lilly,eli lilly,40,PHASE1,0,0.26075,0.10075,0.18825000000000003,0.3,0.0,0.212225,0
NCT07344519,The Safety and Tolerability Study With ER2001 Intravenous Injection Repetitive Treatment in Adults With Early Manifest Huntington's Disease.,ExoRNA Bioscience,INDUSTRY,,0,EARLY_PHASE1,INTERVENTIONAL,8.0,2024-06-25,COMPLETED,Huntington Disease,1,exorna,exorna,1,EARLY_PHASE1,0,0.26075,0.03,0.802,0.4,0.0,0.4349625,0
NCT00672919,Pioglitazone Study of Triglyceride Changes in Subjects With Type 2 Diabetes After Conversion From Rosiglitazone.,Takeda,INDUSTRY,,0,PHASE4,INTERVENTIONAL,305.0,2003-11,COMPLETED,Diabetes Mellitus,53,takeda,takeda,25,PHASE4,0,0.90675,0.767,0.27225,0.5,0.0,0.5643499999999999,0
NCT01265888,Study in Subjects With PAH and PH Secondary to IPF Using Inhaled GeNOsyl.,Geno LLC,INDUSTRY,,0,PHASE2,INTERVENTIONAL,31.0,2011-03,COMPLETED,Pulmonary Arterial Hypertension; Idiopathic Pulmonary Fibrosis,10,geno,geno,1,PHASE2,0,0.68375,0.22,0.802,0.6,0.0,0.6320125,0
NCT00433888,Switch and Maintenance Study of Intravenous Injections of R744 to Hemodialysis Patients (Phase Ⅲ Study),Chugai Pharmaceutical,INDUSTRY,,0,PHASE3,INTERVENTIONAL,179.0,2007-01,COMPLETED,Hemodialysis Patients,6,roche,roche,43,PHASE3,0,0.62275,0.647,0.16749999999999998,1.0,0.0,0.4912875,0
NCT01095588,Study the Effect of Avanafil on the Pharmacodynamics and Pharmacokinetics of Warfarin in Healthy Male Subjects,VIVUS LLC,INDUSTRY,,0,PHASE1,INTERVENTIONAL,24.0,2010-04,COMPLETED,Erectile Dysfunction,0,vivus,vivus,1,PHASE1,0,0.03475,0.15325,0.802,0.3,0.0,0.3531875,0
NCT07362888,First-in-Human Study of ADCE-B05 in Patients With Advanced Solid Tumors,Adcendo ApS,INDUSTRY,,0,PHASE1,INTERVENTIONAL,180.0,2026-03-17,RECRUITING,Solid Tumors (Phase 1),7,adcendo aps,adcendo aps,1,PHASE1,1,0.6405,0.64975,0.802,0.3,1.0,0.66485,0
NCT06131203,Burn Validation Study,SpectralMD,INDUSTRY,,0,,OBSERVATIONAL,274.0,2023-12-19,COMPLETED,Burns; Wound Heal; Wounds and Injuries,21,spectralmd,spectralmd,1,NA,0,0.7945,0.74575,0.802,0.4,0.0,0.6933499999999999,0
NCT01304303,Pharmacokinetic and Safety Study of SPARC1023 Alone and in Carboplatin Combination,Sun Pharma Advanced Research Company Limited,INDUSTRY,,0,PHASE1,INTERVENTIONAL,57.0,2011-10,COMPLETED,Solid Tumor in Advanced Stage,1,sun pharma advanced,sun pharma advanced,2,PHASE1,1,0.26075,0.36925,0.5527500000000001,0.3,1.0,0.41664999999999996,0
NCT02149303,Management of Major Bleeding Events in Atrial Fibrillation Patients Using Pradaxa,Boehringer Ingelheim,INDUSTRY,,0,,OBSERVATIONAL,191.0,2014-06,COMPLETED,Atrial Fibrillation; Hemorrhage,5,boehringer,boehringer,44,NA,0,0.59925,0.6645,0.14575000000000005,0.4,0.0,0.3872,0
NCT02502903,"Safety, Tolerability and Activity of BIVV009 in Healthy Volunteers and Patients With Complement Mediated Disorders","Bioverativ, a Sanofi company",INDUSTRY,"Celerion Clinical Research GmbH; Assign Data Management and Biostatistics GmbH; ABF Pharmaceutical Services GmbH; Quest Diagnostics-Nichols Insitute; Covance; PPD Laboratories - Virginia; Softworld Inc. - Cambridge, MA",7,PHASE1,INTERVENTIONAL,122.0,2015-07-13,COMPLETED,Bullous Pemphigoid (BP); Cold Agglutinin Disease (CAD); Warm Autoimmune Hemolytic Anemia (WAIHA); End-stage Renal Disease (ESRD),1,bioverativ a sanofi,bioverativ a sanofi,2,PHASE1,0,0.26075,0.57425,0.5527500000000001,0.3,0.0,0.38714999999999994,1
NCT00801203,A Study to Evaluate the Effectiveness of the Induced Reflex Cough Test Plus Urodynamics to Identify Stress Urinary Incontinence in Female Subjects With a History of Stress Urinary Incontinence,"Pneumoflex Systems, LLC",INDUSTRY,Ockham Development Group,1,PHASE2; PHASE3,INTERVENTIONAL,180.0,2008-12,COMPLETED,Stress Urinary Incontinence,10,pneumoflex systems,pneumoflex systems,1,PHASE2,0,0.68375,0.64975,0.802,0.6,0.0,0.6749875,0
NCT04019561,A Study to Evaluate Safety and Pharmacodynamic Efficacy of 0382 in Obese Subjects With NAFLD/NASH.,MedImmune LLC,INDUSTRY,,0,PHASE2,INTERVENTIONAL,74.0,2019-09-23,COMPLETED,Non-alcoholic Fatty Liver Disease (NAFLD); Non-alcoholic Steatohepatitis (NASH),27,astrazeneca,astrazeneca,83,PHASE2,0,0.82375,0.439,0.020499999999999963,0.6,0.0,0.4293874999999999,0
NCT00705861,Study to Assess the Efficacy and Safety of SK3530 on Erectile Dysfunction in Patients With Diabetes Mellitus,"SK Chemicals Co., Ltd.",INDUSTRY,,0,PHASE3,INTERVENTIONAL,112.0,2007-11,COMPLETED,Erectile Dysfunction,1,sk chemicals,sk chemicals,1,PHASE3,0,0.26075,0.55325,0.802,1.0,0.0,0.5772875,0
NCT06460961,A Study of MK-6837 as a Monotherapy and Combination Therapy in Participants With Advanced/Metastatic Solid Tumors (MK-6837-001),Merck Sharp & Dohme LLC,INDUSTRY,,0,PHASE1,INTERVENTIONAL,168.0,2024-07-14,ACTIVE_NOT_RECRUITING,Neoplasm Metastasis,7,merck,merck,35,PHASE1,0,0.6405,0.63575,0.20699999999999996,0.3,0.0,0.40519999999999995,0
NCT02622061,NIOX VERO Nasal Application in Primary Ciliary Dyskinesia,Aerocrine AB,INDUSTRY,,0,,OBSERVATIONAL,163.0,2016-05,COMPLETED,PCD,5,aerocrine ab,aerocrine ab,1,NA,0,0.59925,0.629,0.802,0.4,0.0,0.6133375000000001,0
NCT05764161,A Study to Evaluate the Efficacy and Safety of Ruxolitinib Cream in Participants With Prurigo Nodularis (PN),Incyte Corporation,INDUSTRY,,0,PHASE3,INTERVENTIONAL,190.0,2023-06-12,COMPLETED,Prurigo Nodularis,76,incyte,incyte,9,PHASE3,0,0.9375,0.6635,0.34424999999999994,1.0,0.0,0.6649625,0
NCT06465186,A Clinical Study of Efinopegdutide in People With Compensated Cirrhosis Due to Steatohepatitis (MK-6024-017),Merck Sharp & Dohme LLC,INDUSTRY,,0,PHASE2,INTERVENTIONAL,80.0,2024-07-12,ACTIVE_NOT_RECRUITING,Non-alcoholic Fatty Liver Disease; Nonalcoholic Steatohepatitis; NAFLD; Metabolic Dysfunction-associated Steatotic Liver Disease; Metabolic Dysfunction-associated Steatohepatitis,68,merck,merck,35,PHASE2,0,0.93,0.45775,0.20699999999999996,0.6,0.0,0.533725,0
NCT07176286,18F-mFBG Cardiac Uptake With Lewy Body Dementia,Innervate Radiopharmaceuticals LLC (Formerly: Illumina Radiopharmaceuticals LLC),INDUSTRY,,0,PHASE2,INTERVENTIONAL,20.0,2026-04-30,RECRUITING,Parkinson Disease (PD); Lewy Body Dementia (LBD),1,innervate radiopharmaceuticals llc formerly illumina radiopharmaceuticals,innervate radiopharmaceuticals llc formerly illumina radiopharmaceuticals,1,PHASE2,0,0.26075,0.118,0.802,0.6,0.0,0.4737625,0
NCT01520142,"Safety, Tolerability and Pharmacodynamic Activity of JNJ-26528398 in Healthy Male Participants","Janssen Research & Development, LLC",INDUSTRY,,0,PHASE1,INTERVENTIONAL,19.0,2011-11,COMPLETED,Healthy Participants,1,janssen research and,janssen research and,9,PHASE1,0,0.26075,0.10675,0.34424999999999994,0.3,0.0,0.26742499999999997,0
NCT01454986,"Study to Evaluate Safety, Tolerability, PK and PD of ALXN1007 in Healthy Subjects","Alexion Pharmaceuticals, Inc.",INDUSTRY,,0,PHASE1,INTERVENTIONAL,64.0,2011-11,COMPLETED,Healthy,1,astrazeneca,astrazeneca,83,PHASE1,0,0.26075,0.4085,0.020499999999999963,0.3,0.0,0.18428749999999994,0
NCT07437586,Topical GHK-Cu Gel for Acute Skin Wound Healing,Hudson Biotech,INDUSTRY,,0,PHASE2,INTERVENTIONAL,60.0,2026-02-02,RECRUITING,Acute Standardized Cutaneous Wounds (Punch-biopsy Wounds),1,hudson biotech,hudson biotech,1,PHASE2,0,0.26075,0.388,0.802,0.6,0.0,0.5007625,0
NCT00422786,Phase II Study of CAP-232 in Patients With Refractory Metastatic Renal Cell Carcinoma,Thallion Pharmaceuticals,INDUSTRY,,0,PHASE2,INTERVENTIONAL,10.0,2007-03,COMPLETED,"Carcinoma, Renal Cell",2,thallion,thallion,1,PHASE2,1,0.4805,0.04075,0.802,0.6,1.0,0.59295,0
NCT02786186,A Registry of Patients With Moderate to Severe Plaque Psoriasis,Novartis Pharmaceuticals,INDUSTRY,,0,,OBSERVATIONAL,2376.0,2015-12-23,COMPLETED,Psoriasis,13,novartis,novartis,53,NA,0,0.7295,0.971,0.12150000000000005,0.4,0.0,0.4549500000000001,0
NCT01828086,Single and Multiple Dose Escalation Study to Assess the Safety and Tolerability of CJM112 in Psoriasis,Novartis Pharmaceuticals,INDUSTRY,,0,PHASE1,INTERVENTIONAL,95.0,2013-06,COMPLETED,Chronic Plaque-type Psoriasis,18,novartis,novartis,53,PHASE1,0,0.77375,0.50225,0.12150000000000005,0.3,0.0,0.40856250000000005,0
NCT01718886,European Study to Evaluate Preliminary Safety and Efficacy of Multiple Obalon Gastric Balloons for 12 Weeks as an Aid for Weight Loss,"Obalon Therapeutics, Inc.",INDUSTRY,,0,,OBSERVATIONAL,17.0,2012-01,COMPLETED,Obesity; Weight Control,2,obalon,obalon,1,NA,0,0.4805,0.0935,0.802,0.4,0.0,0.5182249999999999,0
NCT06828770,Minima Stent System Post- Approval Study (PAS),Renata Medical,INDUSTRY,,0,,OBSERVATIONAL,100.0,2025-05-21,RECRUITING,Pulmonary Artery Stenosis; Aortic Coarctation,15,renata,renata,1,NA,0,0.75025,0.5205,0.802,0.4,0.0,0.6553374999999999,0
NCT00909870,Pivotal Trial of Dermagraft(R) to Treat Venous Leg Ulcers,Organogenesis,INDUSTRY,,0,PHASE3,INTERVENTIONAL,537.0,2009-06,COMPLETED,Venous Leg Ulcer,70,organogenesis,organogenesis,2,PHASE3,0,0.93275,0.8675,0.5527500000000001,1.0,0.0,0.756675,0
NCT07489573,Study of Efficacy and Safety of Secukinumab in Chinese Adult Patients With Moderate to Severe Hidradenitis Suppurativa,Novartis Pharmaceuticals,INDUSTRY,,0,PHASE4,INTERVENTIONAL,36.0,2026-06-01,RECRUITING,Hidradenitis Suppurativa (HS),10,novartis,novartis,53,PHASE4,0,0.68375,0.252,0.12150000000000005,0.5,0.0,0.38203750000000003,0
NCT00651469,Evaluate Safety and Efficacy of an OC Preparation vs Placebo for 6 Treatment Cycles in Women With Moderate Acne.,Bayer,INDUSTRY,,0,PHASE3,INTERVENTIONAL,534.0,2003-01,COMPLETED,Acne Vulgaris,27,bayer,bayer,30,PHASE3,0,0.82375,0.866,0.23075,1.0,0.0,0.605675,0
NCT04933383,Crossover Trial to Assess Efficacy and Safety of Inhaled AQ001S Compared to a Budesonide Suspension in Mild Asthmatics,Aquilon Pharmaceuticals S.A.,INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,23.0,2021-07-23,COMPLETED,Asthma,1,aquilon pharmaceuticals s a,aquilon pharmaceuticals s a,1,PHASE1,0,0.26075,0.14275,0.802,0.3,0.0,0.4312375,0
